GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,J4TE001,NAME_M,J4TM001
"G4800430","2006-2010",,,"Texas","48","Brewster County","043",,,,,,,,,,,,,,,,,,,,,,,,,,"Brewster County, Texas",0.4900,"Brewster County, Texas",0.0414
"G4800450","2006-2010",,,"Texas","48","Briscoe County","045",,,,,,,,,,,,,,,,,,,,,,,,,,"Briscoe County, Texas",0.3920,"Briscoe County, Texas",0.0386
"G4800470","2006-2010",,,"Texas","48","Brooks County","047",,,,,,,,,,,,,,,,,,,,,,,,,,"Brooks County, Texas",0.5120,"Brooks County, Texas",0.0254
"G4800490","2006-2010",,,"Texas","48","Brown County","049",,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Texas",0.4760,"Brown County, Texas",0.0298
"G4800510","2006-2010",,,"Texas","48","Burleson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,"Burleson County, Texas",0.4090,"Burleson County, Texas",0.0200
"G4800530","2006-2010",,,"Texas","48","Burnet County","053",,,,,,,,,,,,,,,,,,,,,,,,,,"Burnet County, Texas",0.4420,"Burnet County, Texas",0.0228
"G4800550","2006-2010",,,"Texas","48","Caldwell County","055",,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, Texas",0.4280,"Caldwell County, Texas",0.0183
"G4800570","2006-2010",,,"Texas","48","Calhoun County","057",,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Texas",0.4360,"Calhoun County, Texas",0.0274
"G4800590","2006-2010",,,"Texas","48","Callahan County","059",,,,,,,,,,,,,,,,,,,,,,,,,,"Callahan County, Texas",0.4230,"Callahan County, Texas",0.0319
"G4800610","2006-2010",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,,,,,,,,,"Cameron County, Texas",0.4920,"Cameron County, Texas",0.0083
"G4800630","2006-2010",,,"Texas","48","Camp County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"Camp County, Texas",0.4360,"Camp County, Texas",0.0304
"G4800650","2006-2010",,,"Texas","48","Carson County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"Carson County, Texas",0.3850,"Carson County, Texas",0.0251
"G4800670","2006-2010",,,"Texas","48","Cass County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Texas",0.4560,"Cass County, Texas",0.0227
"G4800690","2006-2010",,,"Texas","48","Castro County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"Castro County, Texas",0.4190,"Castro County, Texas",0.0288
"G4800710","2006-2010",,,"Texas","48","Chambers County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"Chambers County, Texas",0.3840,"Chambers County, Texas",0.0209
"G4800730","2006-2010",,,"Texas","48","Cherokee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, Texas",0.4500,"Cherokee County, Texas",0.0200
"G4800750","2006-2010",,,"Texas","48","Childress County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"Childress County, Texas",0.4380,"Childress County, Texas",0.0344
"G4800770","2006-2010",,,"Texas","48","Clay County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Texas",0.3850,"Clay County, Texas",0.0202
"G4800790","2006-2010",,,"Texas","48","Cochran County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"Cochran County, Texas",0.3970,"Cochran County, Texas",0.0313
"G4800810","2006-2010",,,"Texas","48","Coke County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"Coke County, Texas",0.3810,"Coke County, Texas",0.0266
"G4800830","2006-2010",,,"Texas","48","Coleman County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"Coleman County, Texas",0.4970,"Coleman County, Texas",0.0283
"G4800850","2006-2010",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"Collin County, Texas",0.4240,"Collin County, Texas",0.0055
"G4800870","2006-2010",,,"Texas","48","Collingsworth County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"Collingsworth County, Texas",0.4960,"Collingsworth County, Texas",0.0497
"G4800890","2006-2010",,,"Texas","48","Colorado County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"Colorado County, Texas",0.4600,"Colorado County, Texas",0.0222
"G4800910","2006-2010",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"Comal County, Texas",0.4390,"Comal County, Texas",0.0129
"G4800930","2006-2010",,,"Texas","48","Comanche County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"Comanche County, Texas",0.4300,"Comanche County, Texas",0.0245
"G4800950","2006-2010",,,"Texas","48","Concho County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"Concho County, Texas",0.4150,"Concho County, Texas",0.0291
"G4800970","2006-2010",,,"Texas","48","Cooke County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"Cooke County, Texas",0.4380,"Cooke County, Texas",0.0256
"G4800990","2006-2010",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"Coryell County, Texas",0.3820,"Coryell County, Texas",0.0147
"G4801010","2006-2010",,,"Texas","48","Cottle County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"Cottle County, Texas",0.3930,"Cottle County, Texas",0.0295
"G4801030","2006-2010",,,"Texas","48","Crane County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"Crane County, Texas",0.3870,"Crane County, Texas",0.0367
"G4801050","2006-2010",,,"Texas","48","Crockett County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"Crockett County, Texas",0.4700,"Crockett County, Texas",0.0998
"G4801070","2006-2010",,,"Texas","48","Crosby County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"Crosby County, Texas",0.4500,"Crosby County, Texas",0.0283
"G4801090","2006-2010",,,"Texas","48","Culberson County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"Culberson County, Texas",0.5410,"Culberson County, Texas",0.0881
"G4801110","2006-2010",,,"Texas","48","Dallam County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"Dallam County, Texas",0.3960,"Dallam County, Texas",0.0429
"G4801130","2006-2010",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Texas",0.4920,"Dallas County, Texas",0.0038
"G4801150","2006-2010",,,"Texas","48","Dawson County","115",,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson County, Texas",0.4550,"Dawson County, Texas",0.0346
"G4801170","2006-2010",,,"Texas","48","Deaf Smith County","117",,,,,,,,,,,,,,,,,,,,,,,,,,"Deaf Smith County, Texas",0.3900,"Deaf Smith County, Texas",0.0225
"G4801190","2006-2010",,,"Texas","48","Delta County","119",,,,,,,,,,,,,,,,,,,,,,,,,,"Delta County, Texas",0.4510,"Delta County, Texas",0.0474
"G4801210","2006-2010",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,,,,,,,,,"Denton County, Texas",0.4220,"Denton County, Texas",0.0059
"G4801230","2006-2010",,,"Texas","48","DeWitt County","123",,,,,,,,,,,,,,,,,,,,,,,,,,"DeWitt County, Texas",0.4440,"DeWitt County, Texas",0.0207
"G4801250","2006-2010",,,"Texas","48","Dickens County","125",,,,,,,,,,,,,,,,,,,,,,,,,,"Dickens County, Texas",0.4780,"Dickens County, Texas",0.0473
"G4801270","2006-2010",,,"Texas","48","Dimmit County","127",,,,,,,,,,,,,,,,,,,,,,,,,,"Dimmit County, Texas",0.4500,"Dimmit County, Texas",0.0303
"G4801290","2006-2010",,,"Texas","48","Donley County","129",,,,,,,,,,,,,,,,,,,,,,,,,,"Donley County, Texas",0.4090,"Donley County, Texas",0.0339
"G4801310","2006-2010",,,"Texas","48","Duval County","131",,,,,,,,,,,,,,,,,,,,,,,,,,"Duval County, Texas",0.4670,"Duval County, Texas",0.0345
"G4801330","2006-2010",,,"Texas","48","Eastland County","133",,,,,,,,,,,,,,,,,,,,,,,,,,"Eastland County, Texas",0.4510,"Eastland County, Texas",0.0257
"G4801350","2006-2010",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,,,,,,,,,"Ector County, Texas",0.4730,"Ector County, Texas",0.0214
"G4801370","2006-2010",,,"Texas","48","Edwards County","137",,,,,,,,,,,,,,,,,,,,,,,,,,"Edwards County, Texas",0.6260,"Edwards County, Texas",0.1672
"G4801390","2006-2010",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,,,,,,,,,"Ellis County, Texas",0.4040,"Ellis County, Texas",0.0095
"G4801410","2006-2010",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso County, Texas",0.4700,"El Paso County, Texas",0.0059
"G4801430","2006-2010",,,"Texas","48","Erath County","143",,,,,,,,,,,,,,,,,,,,,,,,,,"Erath County, Texas",0.4660,"Erath County, Texas",0.0196
"G4801450","2006-2010",,,"Texas","48","Falls County","145",,,,,,,,,,,,,,,,,,,,,,,,,,"Falls County, Texas",0.4330,"Falls County, Texas",0.0193
"G4801470","2006-2010",,,"Texas","48","Fannin County","147",,,,,,,,,,,,,,,,,,,,,,,,,,"Fannin County, Texas",0.4170,"Fannin County, Texas",0.0203
"G4801490","2006-2010",,,"Texas","48","Fayette County","149",,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Texas",0.4460,"Fayette County, Texas",0.0287
"G4801510","2006-2010",,,"Texas","48","Fisher County","151",,,,,,,,,,,,,,,,,,,,,,,,,,"Fisher County, Texas",0.4130,"Fisher County, Texas",0.0311
"G4801530","2006-2010",,,"Texas","48","Floyd County","153",,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Texas",0.4170,"Floyd County, Texas",0.0286
"G4801550","2006-2010",,,"Texas","48","Foard County","155",,,,,,,,,,,,,,,,,,,,,,,,,,"Foard County, Texas",0.4580,"Foard County, Texas",0.0491
"G4801570","2006-2010",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,,,,,,,,,"Fort Bend County, Texas",0.4250,"Fort Bend County, Texas",0.0061
"G4801590","2006-2010",,,"Texas","48","Franklin County","159",,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Texas",0.4860,"Franklin County, Texas",0.0532
"G4801610","2006-2010",,,"Texas","48","Freestone County","161",,,,,,,,,,,,,,,,,,,,,,,,,,"Freestone County, Texas",0.4840,"Freestone County, Texas",0.0352
"G4801630","2006-2010",,,"Texas","48","Frio County","163",,,,,,,,,,,,,,,,,,,,,,,,,,"Frio County, Texas",0.4360,"Frio County, Texas",0.0349
"G4801650","2006-2010",,,"Texas","48","Gaines County","165",,,,,,,,,,,,,,,,,,,,,,,,,,"Gaines County, Texas",0.5110,"Gaines County, Texas",0.0583
"G4801670","2006-2010",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,,,,,,,,,"Galveston County, Texas",0.4490,"Galveston County, Texas",0.0065
"G4801690","2006-2010",,,"Texas","48","Garza County","169",,,,,,,,,,,,,,,,,,,,,,,,,,"Garza County, Texas",0.4770,"Garza County, Texas",0.0425
"G4801710","2006-2010",,,"Texas","48","Gillespie County","171",,,,,,,,,,,,,,,,,,,,,,,,,,"Gillespie County, Texas",0.4360,"Gillespie County, Texas",0.0302
"G4801730","2006-2010",,,"Texas","48","Glasscock County","173",,,,,,,,,,,,,,,,,,,,,,,,,,"Glasscock County, Texas",0.4000,"Glasscock County, Texas",0.0541
"G4801750","2006-2010",,,"Texas","48","Goliad County","175",,,,,,,,,,,,,,,,,,,,,,,,,,"Goliad County, Texas",0.4560,"Goliad County, Texas",0.0545
"G4801770","2006-2010",,,"Texas","48","Gonzales County","177",,,,,,,,,,,,,,,,,,,,,,,,,,"Gonzales County, Texas",0.4490,"Gonzales County, Texas",0.0268
"G4801790","2006-2010",,,"Texas","48","Gray County","179",,,,,,,,,,,,,,,,,,,,,,,,,,"Gray County, Texas",0.4690,"Gray County, Texas",0.0394
"G4801810","2006-2010",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,,,,,,,,,"Grayson County, Texas",0.4240,"Grayson County, Texas",0.0087
"G4801830","2006-2010",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,,,,,,,,,"Gregg County, Texas",0.4590,"Gregg County, Texas",0.0146
"G4801850","2006-2010",,,"Texas","48","Grimes County","185",,,,,,,,,,,,,,,,,,,,,,,,,,"Grimes County, Texas",0.4380,"Grimes County, Texas",0.0303
"G4801870","2006-2010",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,,,,,,,,,"Guadalupe County, Texas",0.3950,"Guadalupe County, Texas",0.0115
"G4801890","2006-2010",,,"Texas","48","Hale County","189",,,,,,,,,,,,,,,,,,,,,,,,,,"Hale County, Texas",0.4320,"Hale County, Texas",0.0222
"G4801910","2006-2010",,,"Texas","48","Hall County","191",,,,,,,,,,,,,,,,,,,,,,,,,,"Hall County, Texas",0.5430,"Hall County, Texas",0.0699
"G4801930","2006-2010",,,"Texas","48","Hamilton County","193",,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Texas",0.4440,"Hamilton County, Texas",0.0579
"G4801950","2006-2010",,,"Texas","48","Hansford County","195",,,,,,,,,,,,,,,,,,,,,,,,,,"Hansford County, Texas",0.3890,"Hansford County, Texas",0.0264
"G4801970","2006-2010",,,"Texas","48","Hardeman County","197",,,,,,,,,,,,,,,,,,,,,,,,,,"Hardeman County, Texas",0.3850,"Hardeman County, Texas",0.0354
"G4801990","2006-2010",,,"Texas","48","Hardin County","199",,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Texas",0.4190,"Hardin County, Texas",0.0187
"G4802010","2006-2010",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,,,,,,,,,"Harris County, Texas",0.4880,"Harris County, Texas",0.0029
"G4802030","2006-2010",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Texas",0.4500,"Harrison County, Texas",0.0142
"G4802050","2006-2010",,,"Texas","48","Hartley County","205",,,,,,,,,,,,,,,,,,,,,,,,,,"Hartley County, Texas",0.4370,"Hartley County, Texas",0.0490
"G4802070","2006-2010",,,"Texas","48","Haskell County","207",,,,,,,,,,,,,,,,,,,,,,,,,,"Haskell County, Texas",0.4760,"Haskell County, Texas",0.0327
"G4802090","2006-2010",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,,,,,,,,,"Hays County, Texas",0.4590,"Hays County, Texas",0.0101
"G4802110","2006-2010",,,"Texas","48","Hemphill County","211",,,,,,,,,,,,,,,,,,,,,,,,,,"Hemphill County, Texas",0.4290,"Hemphill County, Texas",0.0425
"G4802130","2006-2010",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Texas",0.4600,"Henderson County, Texas",0.0143
"G4802150","2006-2010",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,,,,,,,,,"Hidalgo County, Texas",0.4910,"Hidalgo County, Texas",0.0072
"G4802170","2006-2010",,,"Texas","48","Hill County","217",,,,,,,,,,,,,,,,,,,,,,,,,,"Hill County, Texas",0.4370,"Hill County, Texas",0.0157
"G4802190","2006-2010",,,"Texas","48","Hockley County","219",,,,,,,,,,,,,,,,,,,,,,,,,,"Hockley County, Texas",0.4330,"Hockley County, Texas",0.0198
"G4802210","2006-2010",,,"Texas","48","Hood County","221",,,,,,,,,,,,,,,,,,,,,,,,,,"Hood County, Texas",0.4460,"Hood County, Texas",0.0209
"G4802230","2006-2010",,,"Texas","48","Hopkins County","223",,,,,,,,,,,,,,,,,,,,,,,,,,"Hopkins County, Texas",0.4330,"Hopkins County, Texas",0.0184
"G4802250","2006-2010",,,"Texas","48","Houston County","225",,,,,,,,,,,,,,,,,,,,,,,,,,"Houston County, Texas",0.4930,"Houston County, Texas",0.0329
"G4802270","2006-2010",,,"Texas","48","Howard County","227",,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Texas",0.4370,"Howard County, Texas",0.0189
"G4802290","2006-2010",,,"Texas","48","Hudspeth County","229",,,,,,,,,,,,,,,,,,,,,,,,,,"Hudspeth County, Texas",0.4980,"Hudspeth County, Texas",0.0755
"G4802310","2006-2010",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,,,,,,,,,"Hunt County, Texas",0.4530,"Hunt County, Texas",0.0138
"G4802330","2006-2010",,,"Texas","48","Hutchinson County","233",,,,,,,,,,,,,,,,,,,,,,,,,,"Hutchinson County, Texas",0.4190,"Hutchinson County, Texas",0.0272
"G4802350","2006-2010",,,"Texas","48","Irion County","235",,,,,,,,,,,,,,,,,,,,,,,,,,"Irion County, Texas",0.4890,"Irion County, Texas",0.0690
"G4802370","2006-2010",,,"Texas","48","Jack County","237",,,,,,,,,,,,,,,,,,,,,,,,,,"Jack County, Texas",0.4210,"Jack County, Texas",0.0283
"G4802390","2006-2010",,,"Texas","48","Jackson County","239",,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Texas",0.4570,"Jackson County, Texas",0.0358
"G4802410","2006-2010",,,"Texas","48","Jasper County","241",,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Texas",0.4410,"Jasper County, Texas",0.0169
"G4802430","2006-2010",,,"Texas","48","Jeff Davis County","243",,,,,,,,,,,,,,,,,,,,,,,,,,"Jeff Davis County, Texas",0.4070,"Jeff Davis County, Texas",0.0297
"G4802450","2006-2010",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Texas",0.4680,"Jefferson County, Texas",0.0077
"G4802470","2006-2010",,,"Texas","48","Jim Hogg County","247",,,,,,,,,,,,,,,,,,,,,,,,,,"Jim Hogg County, Texas",0.4270,"Jim Hogg County, Texas",0.0647
"G4802490","2006-2010",,,"Texas","48","Jim Wells County","249",,,,,,,,,,,,,,,,,,,,,,,,,,"Jim Wells County, Texas",0.4520,"Jim Wells County, Texas",0.0183
"G4802510","2006-2010",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Texas",0.4050,"Johnson County, Texas",0.0117
"G4802530","2006-2010",,,"Texas","48","Jones County","253",,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Texas",0.4120,"Jones County, Texas",0.0220
"G4802550","2006-2010",,,"Texas","48","Karnes County","255",,,,,,,,,,,,,,,,,,,,,,,,,,"Karnes County, Texas",0.4410,"Karnes County, Texas",0.0263
"G4802570","2006-2010",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,,,,,,,,,"Kaufman County, Texas",0.3940,"Kaufman County, Texas",0.0100
"G4802590","2006-2010",,,"Texas","48","Kendall County","259",,,,,,,,,,,,,,,,,,,,,,,,,,"Kendall County, Texas",0.4770,"Kendall County, Texas",0.0290
"G4802610","2006-2010",,,"Texas","48","Kenedy County","261",,,,,,,,,,,,,,,,,,,,,,,,,,"Kenedy County, Texas",0.4170,"Kenedy County, Texas",0.1541
"G4802630","2006-2010",,,"Texas","48","Kent County","263",,,,,,,,,,,,,,,,,,,,,,,,,,"Kent County, Texas",0.3770,"Kent County, Texas",0.0547
"G4802650","2006-2010",,,"Texas","48","Kerr County","265",,,,,,,,,,,,,,,,,,,,,,,,,,"Kerr County, Texas",0.4510,"Kerr County, Texas",0.0176
"G4802670","2006-2010",,,"Texas","48","Kimble County","267",,,,,,,,,,,,,,,,,,,,,,,,,,"Kimble County, Texas",0.4470,"Kimble County, Texas",0.0339
"G4802690","2006-2010",,,"Texas","48","King County","269",,,,,,,,,,,,,,,,,,,,,,,,,,"King County, Texas",0.4150,"King County, Texas",0.0654
"G4802710","2006-2010",,,"Texas","48","Kinney County","271",,,,,,,,,,,,,,,,,,,,,,,,,,"Kinney County, Texas",0.4520,"Kinney County, Texas",0.0435
"G4802730","2006-2010",,,"Texas","48","Kleberg County","273",,,,,,,,,,,,,,,,,,,,,,,,,,"Kleberg County, Texas",0.4930,"Kleberg County, Texas",0.0278
"G4802750","2006-2010",,,"Texas","48","Knox County","275",,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Texas",0.4420,"Knox County, Texas",0.0320
"G4802770","2006-2010",,,"Texas","48","Lamar County","277",,,,,,,,,,,,,,,,,,,,,,,,,,"Lamar County, Texas",0.4480,"Lamar County, Texas",0.0168
"G4802790","2006-2010",,,"Texas","48","Lamb County","279",,,,,,,,,,,,,,,,,,,,,,,,,,"Lamb County, Texas",0.4200,"Lamb County, Texas",0.0244
"G4802810","2006-2010",,,"Texas","48","Lampasas County","281",,,,,,,,,,,,,,,,,,,,,,,,,,"Lampasas County, Texas",0.4350,"Lampasas County, Texas",0.0345
"G4802830","2006-2010",,,"Texas","48","La Salle County","283",,,,,,,,,,,,,,,,,,,,,,,,,,"La Salle County, Texas",0.4640,"La Salle County, Texas",0.0634
"G4802850","2006-2010",,,"Texas","48","Lavaca County","285",,,,,,,,,,,,,,,,,,,,,,,,,,"Lavaca County, Texas",0.4440,"Lavaca County, Texas",0.0292
"G4802870","2006-2010",,,"Texas","48","Lee County","287",,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Texas",0.4220,"Lee County, Texas",0.0313
"G4802890","2006-2010",,,"Texas","48","Leon County","289",,,,,,,,,,,,,,,,,,,,,,,,,,"Leon County, Texas",0.4540,"Leon County, Texas",0.0280
"G4802910","2006-2010",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Texas",0.4130,"Liberty County, Texas",0.0112
"G4802930","2006-2010",,,"Texas","48","Limestone County","293",,,,,,,,,,,,,,,,,,,,,,,,,,"Limestone County, Texas",0.4110,"Limestone County, Texas",0.0203
"G4802950","2006-2010",,,"Texas","48","Lipscomb County","295",,,,,,,,,,,,,,,,,,,,,,,,,,"Lipscomb County, Texas",0.4290,"Lipscomb County, Texas",0.0348
"G4802970","2006-2010",,,"Texas","48","Live Oak County","297",,,,,,,,,,,,,,,,,,,,,,,,,,"Live Oak County, Texas",0.4290,"Live Oak County, Texas",0.0404
"G4802990","2006-2010",,,"Texas","48","Llano County","299",,,,,,,,,,,,,,,,,,,,,,,,,,"Llano County, Texas",0.4800,"Llano County, Texas",0.0342
"G4803010","2006-2010",,,"Texas","48","Loving County","301",,,,,,,,,,,,,,,,,,,,,,,,,,"Loving County, Texas",0.2070,"Loving County, Texas",0.2209
"G4803030","2006-2010",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,,,,,,,,,"Lubbock County, Texas",0.4800,"Lubbock County, Texas",0.0100
"G4803050","2006-2010",,,"Texas","48","Lynn County","305",,,,,,,,,,,,,,,,,,,,,,,,,,"Lynn County, Texas",0.3970,"Lynn County, Texas",0.0233
"G4803070","2006-2010",,,"Texas","48","McCulloch County","307",,,,,,,,,,,,,,,,,,,,,,,,,,"McCulloch County, Texas",0.4940,"McCulloch County, Texas",0.0365
"G4803090","2006-2010",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,,,,,,,,,"McLennan County, Texas",0.4640,"McLennan County, Texas",0.0072
"G4803110","2006-2010",,,"Texas","48","McMullen County","311",,,,,,,,,,,,,,,,,,,,,,,,,,"McMullen County, Texas",0.4630,"McMullen County, Texas",0.0766
"G4803130","2006-2010",,,"Texas","48","Madison County","313",,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Texas",0.4540,"Madison County, Texas",0.0339
"G4803150","2006-2010",,,"Texas","48","Marion County","315",,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Texas",0.4870,"Marion County, Texas",0.0297
"G4803170","2006-2010",,,"Texas","48","Martin County","317",,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Texas",0.4220,"Martin County, Texas",0.0347
"G4803190","2006-2010",,,"Texas","48","Mason County","319",,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Texas",0.4710,"Mason County, Texas",0.0382
"G4803210","2006-2010",,,"Texas","48","Matagorda County","321",,,,,,,,,,,,,,,,,,,,,,,,,,"Matagorda County, Texas",0.4690,"Matagorda County, Texas",0.0274
"G4803230","2006-2010",,,"Texas","48","Maverick County","323",,,,,,,,,,,,,,,,,,,,,,,,,,"Maverick County, Texas",0.4730,"Maverick County, Texas",0.0256
"G4803250","2006-2010",,,"Texas","48","Medina County","325",,,,,,,,,,,,,,,,,,,,,,,,,,"Medina County, Texas",0.4220,"Medina County, Texas",0.0154
"G4803270","2006-2010",,,"Texas","48","Menard County","327",,,,,,,,,,,,,,,,,,,,,,,,,,"Menard County, Texas",0.5060,"Menard County, Texas",0.0468
"G4803290","2006-2010",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,,,,,,,,,"Midland County, Texas",0.5030,"Midland County, Texas",0.0153
"G4803310","2006-2010",,,"Texas","48","Milam County","331",,,,,,,,,,,,,,,,,,,,,,,,,,"Milam County, Texas",0.4620,"Milam County, Texas",0.0217
"G4803330","2006-2010",,,"Texas","48","Mills County","333",,,,,,,,,,,,,,,,,,,,,,,,,,"Mills County, Texas",0.4540,"Mills County, Texas",0.0276
"G4803350","2006-2010",,,"Texas","48","Mitchell County","335",,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, Texas",0.3980,"Mitchell County, Texas",0.0337
"G4803370","2006-2010",,,"Texas","48","Montague County","337",,,,,,,,,,,,,,,,,,,,,,,,,,"Montague County, Texas",0.4380,"Montague County, Texas",0.0200
"G4803390","2006-2010",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Texas",0.4600,"Montgomery County, Texas",0.0066
"G4803410","2006-2010",,,"Texas","48","Moore County","341",,,,,,,,,,,,,,,,,,,,,,,,,,"Moore County, Texas",0.3830,"Moore County, Texas",0.0230
"G4803430","2006-2010",,,"Texas","48","Morris County","343",,,,,,,,,,,,,,,,,,,,,,,,,,"Morris County, Texas",0.4440,"Morris County, Texas",0.0214
"G4803450","2006-2010",,,"Texas","48","Motley County","345",,,,,,,,,,,,,,,,,,,,,,,,,,"Motley County, Texas",0.4510,"Motley County, Texas",0.0410
"G4803470","2006-2010",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,,,,,,,,,"Nacogdoches County, Texas",0.4850,"Nacogdoches County, Texas",0.0157
"G4803490","2006-2010",,,"Texas","48","Navarro County","349",,,,,,,,,,,,,,,,,,,,,,,,,,"Navarro County, Texas",0.4510,"Navarro County, Texas",0.0202
"G4803510","2006-2010",,,"Texas","48","Newton County","351",,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Texas",0.4600,"Newton County, Texas",0.0493
"G4803530","2006-2010",,,"Texas","48","Nolan County","353",,,,,,,,,,,,,,,,,,,,,,,,,,"Nolan County, Texas",0.4460,"Nolan County, Texas",0.0195
"G4803550","2006-2010",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,,,,,,,,,"Nueces County, Texas",0.4720,"Nueces County, Texas",0.0085
"G4803570","2006-2010",,,"Texas","48","Ochiltree County","357",,,,,,,,,,,,,,,,,,,,,,,,,,"Ochiltree County, Texas",0.4230,"Ochiltree County, Texas",0.0290
"G4803590","2006-2010",,,"Texas","48","Oldham County","359",,,,,,,,,,,,,,,,,,,,,,,,,,"Oldham County, Texas",0.4160,"Oldham County, Texas",0.0617
"G4803610","2006-2010",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Texas",0.4320,"Orange County, Texas",0.0140
