GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,J4TE001,NAME_M,J4TM001
"G1500050","2006-2010",,,"Hawaii","15","Kalawao County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Kalawao County, Hawaii",0.3040,"Kalawao County, Hawaii",0.0735
"G1500070","2006-2010",,,"Hawaii","15","Kauai County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Kauai County, Hawaii",0.4220,"Kauai County, Hawaii",0.0146
"G1500090","2006-2010",,,"Hawaii","15","Maui County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Maui County, Hawaii",0.4310,"Maui County, Hawaii",0.0133
"G1600010","2006-2010",,,"Idaho","16","Ada County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Ada County, Idaho",0.4350,"Ada County, Idaho",0.0064
"G1600030","2006-2010",,,"Idaho","16","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Idaho",0.4800,"Adams County, Idaho",0.0534
"G1600050","2006-2010",,,"Idaho","16","Bannock County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Bannock County, Idaho",0.4290,"Bannock County, Idaho",0.0144
"G1600070","2006-2010",,,"Idaho","16","Bear Lake County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Bear Lake County, Idaho",0.3810,"Bear Lake County, Idaho",0.0264
"G1600090","2006-2010",,,"Idaho","16","Benewah County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Benewah County, Idaho",0.3740,"Benewah County, Idaho",0.0209
"G1600110","2006-2010",,,"Idaho","16","Bingham County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Bingham County, Idaho",0.4290,"Bingham County, Idaho",0.0345
"G1600130","2006-2010",,,"Idaho","16","Blaine County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Idaho",0.4310,"Blaine County, Idaho",0.0317
"G1600150","2006-2010",,,"Idaho","16","Boise County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Boise County, Idaho",0.4030,"Boise County, Idaho",0.0372
"G1600170","2006-2010",,,"Idaho","16","Bonner County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Bonner County, Idaho",0.4390,"Bonner County, Idaho",0.0187
"G1600190","2006-2010",,,"Idaho","16","Bonneville County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Bonneville County, Idaho",0.4240,"Bonneville County, Idaho",0.0108
"G1600210","2006-2010",,,"Idaho","16","Boundary County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Boundary County, Idaho",0.4260,"Boundary County, Idaho",0.0753
"G1600230","2006-2010",,,"Idaho","16","Butte County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, Idaho",0.4160,"Butte County, Idaho",0.0328
"G1600250","2006-2010",,,"Idaho","16","Camas County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Camas County, Idaho",0.3750,"Camas County, Idaho",0.0399
"G1600270","2006-2010",,,"Idaho","16","Canyon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Canyon County, Idaho",0.4010,"Canyon County, Idaho",0.0111
"G1600290","2006-2010",,,"Idaho","16","Caribou County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Caribou County, Idaho",0.3620,"Caribou County, Idaho",0.0242
"G1600310","2006-2010",,,"Idaho","16","Cassia County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Cassia County, Idaho",0.4410,"Cassia County, Idaho",0.0342
"G1600330","2006-2010",,,"Idaho","16","Clark County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Idaho",0.3810,"Clark County, Idaho",0.0706
"G1600350","2006-2010",,,"Idaho","16","Clearwater County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"Clearwater County, Idaho",0.3890,"Clearwater County, Idaho",0.0249
"G1600370","2006-2010",,,"Idaho","16","Custer County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Idaho",0.4140,"Custer County, Idaho",0.0330
"G1600390","2006-2010",,,"Idaho","16","Elmore County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"Elmore County, Idaho",0.3750,"Elmore County, Idaho",0.0181
"G1600410","2006-2010",,,"Idaho","16","Franklin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Idaho",0.3940,"Franklin County, Idaho",0.0370
"G1600430","2006-2010",,,"Idaho","16","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Idaho",0.3810,"Fremont County, Idaho",0.0230
"G1600450","2006-2010",,,"Idaho","16","Gem County","045",,,,,,,,,,,,,,,,,,,,,,,,,,"Gem County, Idaho",0.4090,"Gem County, Idaho",0.0255
"G1600470","2006-2010",,,"Idaho","16","Gooding County","047",,,,,,,,,,,,,,,,,,,,,,,,,,"Gooding County, Idaho",0.4130,"Gooding County, Idaho",0.0276
"G1600490","2006-2010",,,"Idaho","16","Idaho County","049",,,,,,,,,,,,,,,,,,,,,,,,,,"Idaho County, Idaho",0.4240,"Idaho County, Idaho",0.0464
"G1600510","2006-2010",,,"Idaho","16","Jefferson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Idaho",0.3670,"Jefferson County, Idaho",0.0207
"G1600530","2006-2010",,,"Idaho","16","Jerome County","053",,,,,,,,,,,,,,,,,,,,,,,,,,"Jerome County, Idaho",0.3890,"Jerome County, Idaho",0.0199
"G1600550","2006-2010",,,"Idaho","16","Kootenai County","055",,,,,,,,,,,,,,,,,,,,,,,,,,"Kootenai County, Idaho",0.4310,"Kootenai County, Idaho",0.0137
"G1600570","2006-2010",,,"Idaho","16","Latah County","057",,,,,,,,,,,,,,,,,,,,,,,,,,"Latah County, Idaho",0.4520,"Latah County, Idaho",0.0145
"G1600590","2006-2010",,,"Idaho","16","Lemhi County","059",,,,,,,,,,,,,,,,,,,,,,,,,,"Lemhi County, Idaho",0.4490,"Lemhi County, Idaho",0.0530
"G1600610","2006-2010",,,"Idaho","16","Lewis County","061",,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Idaho",0.3750,"Lewis County, Idaho",0.0165
"G1600630","2006-2010",,,"Idaho","16","Lincoln County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Idaho",0.3750,"Lincoln County, Idaho",0.0320
"G1600650","2006-2010",,,"Idaho","16","Madison County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Idaho",0.4490,"Madison County, Idaho",0.0210
"G1600670","2006-2010",,,"Idaho","16","Minidoka County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"Minidoka County, Idaho",0.3790,"Minidoka County, Idaho",0.0273
"G1600690","2006-2010",,,"Idaho","16","Nez Perce County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"Nez Perce County, Idaho",0.4310,"Nez Perce County, Idaho",0.0216
"G1600710","2006-2010",,,"Idaho","16","Oneida County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"Oneida County, Idaho",0.3740,"Oneida County, Idaho",0.0386
"G1600730","2006-2010",,,"Idaho","16","Owyhee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"Owyhee County, Idaho",0.4370,"Owyhee County, Idaho",0.0326
"G1600750","2006-2010",,,"Idaho","16","Payette County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"Payette County, Idaho",0.3940,"Payette County, Idaho",0.0196
"G1600770","2006-2010",,,"Idaho","16","Power County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"Power County, Idaho",0.3850,"Power County, Idaho",0.0498
"G1600790","2006-2010",,,"Idaho","16","Shoshone County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"Shoshone County, Idaho",0.3860,"Shoshone County, Idaho",0.0163
"G1600810","2006-2010",,,"Idaho","16","Teton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"Teton County, Idaho",0.3590,"Teton County, Idaho",0.0331
"G1600830","2006-2010",,,"Idaho","16","Twin Falls County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"Twin Falls County, Idaho",0.3980,"Twin Falls County, Idaho",0.0124
"G1600850","2006-2010",,,"Idaho","16","Valley County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Idaho",0.3960,"Valley County, Idaho",0.0268
"G1600870","2006-2010",,,"Idaho","16","Washington County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Idaho",0.4430,"Washington County, Idaho",0.0296
"G1700010","2006-2010",,,"Illinois","17","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Illinois",0.4530,"Adams County, Illinois",0.0173
"G1700030","2006-2010",,,"Illinois","17","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Alexander County, Illinois",0.4400,"Alexander County, Illinois",0.0407
"G1700050","2006-2010",,,"Illinois","17","Bond County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Bond County, Illinois",0.4140,"Bond County, Illinois",0.0169
"G1700070","2006-2010",,,"Illinois","17","Boone County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Illinois",0.4230,"Boone County, Illinois",0.0175
"G1700090","2006-2010",,,"Illinois","17","Brown County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Illinois",0.4690,"Brown County, Illinois",0.0842
"G1700110","2006-2010",,,"Illinois","17","Bureau County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Bureau County, Illinois",0.4230,"Bureau County, Illinois",0.0276
"G1700130","2006-2010",,,"Illinois","17","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Illinois",0.4200,"Calhoun County, Illinois",0.0336
"G1700150","2006-2010",,,"Illinois","17","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Illinois",0.4340,"Carroll County, Illinois",0.0362
"G1700170","2006-2010",,,"Illinois","17","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Illinois",0.3890,"Cass County, Illinois",0.0198
"G1700190","2006-2010",,,"Illinois","17","Champaign County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Champaign County, Illinois",0.4770,"Champaign County, Illinois",0.0075
"G1700210","2006-2010",,,"Illinois","17","Christian County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Christian County, Illinois",0.4290,"Christian County, Illinois",0.0257
"G1700230","2006-2010",,,"Illinois","17","Clark County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Illinois",0.4310,"Clark County, Illinois",0.0238
"G1700250","2006-2010",,,"Illinois","17","Clay County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Illinois",0.4360,"Clay County, Illinois",0.0199
"G1700270","2006-2010",,,"Illinois","17","Clinton County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Illinois",0.3940,"Clinton County, Illinois",0.0152
"G1700290","2006-2010",,,"Illinois","17","Coles County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Coles County, Illinois",0.4880,"Coles County, Illinois",0.0248
"G1700310","2006-2010",,,"Illinois","17","Cook County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Cook County, Illinois",0.4880,"Cook County, Illinois",0.0024
"G1700330","2006-2010",,,"Illinois","17","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Illinois",0.4060,"Crawford County, Illinois",0.0156
"G1700350","2006-2010",,,"Illinois","17","Cumberland County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Illinois",0.4180,"Cumberland County, Illinois",0.0248
"G1700370","2006-2010",,,"Illinois","17","DeKalb County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Illinois",0.4160,"DeKalb County, Illinois",0.0100
"G1700390","2006-2010",,,"Illinois","17","De Witt County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"De Witt County, Illinois",0.4130,"De Witt County, Illinois",0.0382
"G1700410","2006-2010",,,"Illinois","17","Douglas County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Illinois",0.3810,"Douglas County, Illinois",0.0168
"G1700430","2006-2010",,,"Illinois","17","DuPage County","043",,,,,,,,,,,,,,,,,,,,,,,,,,"DuPage County, Illinois",0.4420,"DuPage County, Illinois",0.0054
"G1700450","2006-2010",,,"Illinois","17","Edgar County","045",,,,,,,,,,,,,,,,,,,,,,,,,,"Edgar County, Illinois",0.4200,"Edgar County, Illinois",0.0152
"G1700470","2006-2010",,,"Illinois","17","Edwards County","047",,,,,,,,,,,,,,,,,,,,,,,,,,"Edwards County, Illinois",0.4140,"Edwards County, Illinois",0.0270
"G1700490","2006-2010",,,"Illinois","17","Effingham County","049",,,,,,,,,,,,,,,,,,,,,,,,,,"Effingham County, Illinois",0.4390,"Effingham County, Illinois",0.0292
"G1700510","2006-2010",,,"Illinois","17","Fayette County","051",,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Illinois",0.4350,"Fayette County, Illinois",0.0279
"G1700530","2006-2010",,,"Illinois","17","Ford County","053",,,,,,,,,,,,,,,,,,,,,,,,,,"Ford County, Illinois",0.3970,"Ford County, Illinois",0.0196
"G1700550","2006-2010",,,"Illinois","17","Franklin County","055",,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Illinois",0.4130,"Franklin County, Illinois",0.0091
"G1700570","2006-2010",,,"Illinois","17","Fulton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Illinois",0.3990,"Fulton County, Illinois",0.0110
"G1700590","2006-2010",,,"Illinois","17","Gallatin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Illinois",0.4780,"Gallatin County, Illinois",0.0471
"G1700610","2006-2010",,,"Illinois","17","Greene County","061",,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Illinois",0.4350,"Greene County, Illinois",0.0560
"G1700630","2006-2010",,,"Illinois","17","Grundy County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Illinois",0.3730,"Grundy County, Illinois",0.0152
"G1700650","2006-2010",,,"Illinois","17","Hamilton County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Illinois",0.4580,"Hamilton County, Illinois",0.0627
"G1700670","2006-2010",,,"Illinois","17","Hancock County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Illinois",0.4190,"Hancock County, Illinois",0.0214
"G1700690","2006-2010",,,"Illinois","17","Hardin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Illinois",0.4520,"Hardin County, Illinois",0.0346
"G1700710","2006-2010",,,"Illinois","17","Henderson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Illinois",0.4070,"Henderson County, Illinois",0.0270
"G1700730","2006-2010",,,"Illinois","17","Henry County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Illinois",0.4110,"Henry County, Illinois",0.0131
"G1700750","2006-2010",,,"Illinois","17","Iroquois County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"Iroquois County, Illinois",0.3970,"Iroquois County, Illinois",0.0128
"G1700770","2006-2010",,,"Illinois","17","Jackson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Illinois",0.5090,"Jackson County, Illinois",0.0124
"G1700790","2006-2010",,,"Illinois","17","Jasper County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Illinois",0.3720,"Jasper County, Illinois",0.0221
"G1700810","2006-2010",,,"Illinois","17","Jefferson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Illinois",0.4540,"Jefferson County, Illinois",0.0237
"G1700830","2006-2010",,,"Illinois","17","Jersey County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"Jersey County, Illinois",0.3850,"Jersey County, Illinois",0.0212
"G1700850","2006-2010",,,"Illinois","17","Jo Daviess County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"Jo Daviess County, Illinois",0.4080,"Jo Daviess County, Illinois",0.0204
"G1700870","2006-2010",,,"Illinois","17","Johnson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Illinois",0.3980,"Johnson County, Illinois",0.0194
"G1700890","2006-2010",,,"Illinois","17","Kane County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"Kane County, Illinois",0.4210,"Kane County, Illinois",0.0059
"G1700910","2006-2010",,,"Illinois","17","Kankakee County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"Kankakee County, Illinois",0.4130,"Kankakee County, Illinois",0.0109
"G1700930","2006-2010",,,"Illinois","17","Kendall County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"Kendall County, Illinois",0.3320,"Kendall County, Illinois",0.0100
"G1700950","2006-2010",,,"Illinois","17","Knox County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Illinois",0.4330,"Knox County, Illinois",0.0158
"G1700970","2006-2010",,,"Illinois","17","Lake County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Illinois",0.4680,"Lake County, Illinois",0.0047
"G1700990","2006-2010",,,"Illinois","17","LaSalle County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"LaSalle County, Illinois",0.4090,"LaSalle County, Illinois",0.0120
"G1701010","2006-2010",,,"Illinois","17","Lawrence County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Illinois",0.4360,"Lawrence County, Illinois",0.0279
"G1701030","2006-2010",,,"Illinois","17","Lee County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Illinois",0.4190,"Lee County, Illinois",0.0180
"G1701050","2006-2010",,,"Illinois","17","Livingston County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, Illinois",0.4100,"Livingston County, Illinois",0.0165
"G1701070","2006-2010",,,"Illinois","17","Logan County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Illinois",0.4050,"Logan County, Illinois",0.0154
"G1701090","2006-2010",,,"Illinois","17","McDonough County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"McDonough County, Illinois",0.4620,"McDonough County, Illinois",0.0180
"G1701110","2006-2010",,,"Illinois","17","McHenry County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"McHenry County, Illinois",0.3860,"McHenry County, Illinois",0.0060
"G1701130","2006-2010",,,"Illinois","17","McLean County","113",,,,,,,,,,,,,,,,,,,,,,,,,,"McLean County, Illinois",0.4300,"McLean County, Illinois",0.0093
"G1701150","2006-2010",,,"Illinois","17","Macon County","115",,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, Illinois",0.4520,"Macon County, Illinois",0.0115
"G1701170","2006-2010",,,"Illinois","17","Macoupin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,"Macoupin County, Illinois",0.4010,"Macoupin County, Illinois",0.0116
"G1701190","2006-2010",,,"Illinois","17","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Illinois",0.4270,"Madison County, Illinois",0.0076
"G1701210","2006-2010",,,"Illinois","17","Marion County","121",,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Illinois",0.4280,"Marion County, Illinois",0.0160
"G1701230","2006-2010",,,"Illinois","17","Marshall County","123",,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Illinois",0.4000,"Marshall County, Illinois",0.0185
"G1701250","2006-2010",,,"Illinois","17","Mason County","125",,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Illinois",0.4240,"Mason County, Illinois",0.0189
"G1701270","2006-2010",,,"Illinois","17","Massac County","127",,,,,,,,,,,,,,,,,,,,,,,,,,"Massac County, Illinois",0.3960,"Massac County, Illinois",0.0191
"G1701290","2006-2010",,,"Illinois","17","Menard County","129",,,,,,,,,,,,,,,,,,,,,,,,,,"Menard County, Illinois",0.3770,"Menard County, Illinois",0.0142
"G1701310","2006-2010",,,"Illinois","17","Mercer County","131",,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, Illinois",0.3830,"Mercer County, Illinois",0.0144
"G1701330","2006-2010",,,"Illinois","17","Monroe County","133",,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Illinois",0.3860,"Monroe County, Illinois",0.0166
"G1701350","2006-2010",,,"Illinois","17","Montgomery County","135",,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Illinois",0.4440,"Montgomery County, Illinois",0.0239
"G1701370","2006-2010",,,"Illinois","17","Morgan County","137",,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Illinois",0.4300,"Morgan County, Illinois",0.0274
"G1701390","2006-2010",,,"Illinois","17","Moultrie County","139",,,,,,,,,,,,,,,,,,,,,,,,,,"Moultrie County, Illinois",0.3970,"Moultrie County, Illinois",0.0232
"G1701410","2006-2010",,,"Illinois","17","Ogle County","141",,,,,,,,,,,,,,,,,,,,,,,,,,"Ogle County, Illinois",0.3760,"Ogle County, Illinois",0.0103
"G1701430","2006-2010",,,"Illinois","17","Peoria County","143",,,,,,,,,,,,,,,,,,,,,,,,,,"Peoria County, Illinois",0.4740,"Peoria County, Illinois",0.0126
"G1701450","2006-2010",,,"Illinois","17","Perry County","145",,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Illinois",0.3950,"Perry County, Illinois",0.0173
"G1701470","2006-2010",,,"Illinois","17","Piatt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,"Piatt County, Illinois",0.3840,"Piatt County, Illinois",0.0342
"G1701490","2006-2010",,,"Illinois","17","Pike County","149",,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Illinois",0.4000,"Pike County, Illinois",0.0161
"G1701510","2006-2010",,,"Illinois","17","Pope County","151",,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Illinois",0.3620,"Pope County, Illinois",0.0297
"G1701530","2006-2010",,,"Illinois","17","Pulaski County","153",,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Illinois",0.4800,"Pulaski County, Illinois",0.0252
"G1701550","2006-2010",,,"Illinois","17","Putnam County","155",,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Illinois",0.3800,"Putnam County, Illinois",0.0273
"G1701570","2006-2010",,,"Illinois","17","Randolph County","157",,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Illinois",0.3860,"Randolph County, Illinois",0.0117
"G1701590","2006-2010",,,"Illinois","17","Richland County","159",,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, Illinois",0.4420,"Richland County, Illinois",0.0293
"G1701610","2006-2010",,,"Illinois","17","Rock Island County","161",,,,,,,,,,,,,,,,,,,,,,,,,,"Rock Island County, Illinois",0.4410,"Rock Island County, Illinois",0.0101
"G1701630","2006-2010",,,"Illinois","17","St. Clair County","163",,,,,,,,,,,,,,,,,,,,,,,,,,"St. Clair County, Illinois",0.4420,"St. Clair County, Illinois",0.0063
"G1701650","2006-2010",,,"Illinois","17","Saline County","165",,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Illinois",0.4690,"Saline County, Illinois",0.0372
"G1701670","2006-2010",,,"Illinois","17","Sangamon County","167",,,,,,,,,,,,,,,,,,,,,,,,,,"Sangamon County, Illinois",0.4370,"Sangamon County, Illinois",0.0082
"G1701690","2006-2010",,,"Illinois","17","Schuyler County","169",,,,,,,,,,,,,,,,,,,,,,,,,,"Schuyler County, Illinois",0.3670,"Schuyler County, Illinois",0.0294
"G1701710","2006-2010",,,"Illinois","17","Scott County","171",,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Illinois",0.4560,"Scott County, Illinois",0.0460
"G1701730","2006-2010",,,"Illinois","17","Shelby County","173",,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Illinois",0.4050,"Shelby County, Illinois",0.0168
"G1701750","2006-2010",,,"Illinois","17","Stark County","175",,,,,,,,,,,,,,,,,,,,,,,,,,"Stark County, Illinois",0.4470,"Stark County, Illinois",0.0372
