GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADKXE001,ADKXE002,ADKXE003,ADKXE004,ADKXE005,ADKXE006,ADKXE007,ADKXE008,ADKXE009,ADKXE010,NAME_M,ADKXM001,ADKXM002,ADKXM003,ADKXM004,ADKXM005,ADKXM006,ADKXM007,ADKXM008,ADKXM009,ADKXM010
"G5101750","2011-2015",,,"Virginia","51","Southampton County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Southampton County, Virginia",18410,11215,6613,24,19,0,74,465,14,451,"Southampton County, Virginia",0,53,180,23,22,19,54,168,14,170
"G5101770","2011-2015",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spotsylvania County, Virginia",127691,94819,20395,537,3236,194,4871,3639,406,3233,"Spotsylvania County, Virginia",0,667,492,178,224,24,703,556,155,524
"G5101790","2011-2015",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stafford County, Virginia",137145,96182,23492,506,4032,157,7029,5747,554,5193,"Stafford County, Virginia",0,771,661,128,247,76,766,814,207,771
"G5101810","2011-2015",,,"Virginia","51","Surry County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Surry County, Virginia",6823,3575,3075,11,56,0,51,55,0,55,"Surry County, Virginia",0,46,72,17,49,17,27,40,17,40
"G5101830","2011-2015",,,"Virginia","51","Sussex County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sussex County, Virginia",11864,4631,6774,34,17,6,160,242,6,236,"Sussex County, Virginia",0,32,125,35,19,11,103,87,11,86
"G5101850","2011-2015",,,"Virginia","51","Tazewell County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tazewell County, Virginia",43870,41561,1283,49,173,0,40,764,7,757,"Tazewell County, Virginia",0,45,242,42,136,25,37,267,8,265
"G5101870","2011-2015",,,"Virginia","51","Warren County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Virginia",38481,34931,1542,73,401,4,201,1329,77,1252,"Warren County, Virginia",0,215,146,52,72,12,135,256,64,260
"G5101910","2011-2015",,,"Virginia","51","Washington County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Virginia",54759,52819,816,47,304,0,274,499,43,456,"Washington County, Virginia",0,134,128,37,36,28,124,139,42,134
"G5101930","2011-2015",,,"Virginia","51","Westmoreland County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westmoreland County, Virginia",17557,11906,4955,33,101,0,265,297,5,292,"Westmoreland County, Virginia",0,240,103,46,74,19,216,92,10,92
"G5101950","2011-2015",,,"Virginia","51","Wise County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wise County, Virginia",40530,37559,2196,26,191,0,73,485,72,413,"Wise County, Virginia",0,87,166,28,20,25,44,173,56,164
"G5101970","2011-2015",,,"Virginia","51","Wythe County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wythe County, Virginia",29190,27729,1051,21,205,0,76,108,0,108,"Wythe County, Virginia",0,73,122,32,22,22,72,112,22,112
"G5101990","2011-2015",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Virginia",66471,51215,8980,107,3492,158,372,2147,89,2058,"York County, Virginia",0,281,283,73,218,29,153,351,54,343
"G5105100","2011-2015",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria city, Virginia",149315,95703,31916,282,9835,26,4718,6835,1400,5435,"Alexandria city, Virginia",0,1137,630,112,399,42,1006,829,531,624
"G5105200","2011-2015",,,"Virginia","51","Bristol city","520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bristol city, Virginia",17524,15756,996,105,163,0,226,278,0,278,"Bristol city, Virginia",0,170,165,101,68,19,170,172,19,172
"G5105300","2011-2015",,,"Virginia","51","Buena Vista city","530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buena Vista city, Virginia",6666,6018,70,0,473,0,0,105,0,105,"Buena Vista city, Virginia",0,92,47,17,183,17,17,146,17,146
"G5105400","2011-2015",,,"Virginia","51","Charlottesville city","540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charlottesville city, Virginia",45084,31887,8673,88,3004,71,140,1221,103,1118,"Charlottesville city, Virginia",0,137,237,73,172,87,83,255,60,250
"G5105500","2011-2015",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chesapeake city, Virginia",230601,143623,68582,512,7563,289,3065,6967,499,6468,"Chesapeake city, Virginia",0,698,707,162,418,65,660,877,207,857
"G5105700","2011-2015",,,"Virginia","51","Colonial Heights city","570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colonial Heights city, Virginia",17515,13952,2287,131,613,0,305,227,6,221,"Colonial Heights city, Virginia",0,188,101,75,47,19,192,117,10,119
"G5105800","2011-2015",,,"Virginia","51","Covington city","580",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Covington city, Virginia",5736,4686,799,0,57,15,33,146,0,146,"Covington city, Virginia",0,18,97,17,72,22,36,85,17,85
"G5105900","2011-2015",,,"Virginia","51","Danville city","590",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Danville city, Virginia",42450,19612,20656,48,518,0,723,893,106,787,"Danville city, Virginia",0,224,266,27,26,25,262,278,62,268
"G5105950","2011-2015",,,"Virginia","51","Emporia city","595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emporia city, Virginia",5672,2222,3128,14,59,0,171,78,0,78,"Emporia city, Virginia",0,284,293,23,61,17,174,79,17,79
"G5106000","2011-2015",,,"Virginia","51","Fairfax city","600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairfax city, Virginia",23402,16263,1127,88,3622,14,1037,1251,390,861,"Fairfax city, Virginia",0,392,123,95,161,20,391,305,198,236
"G5106100","2011-2015",,,"Virginia","51","Falls Church city","610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Falls Church city, Virginia",13308,10332,283,0,1521,0,473,699,99,600,"Falls Church city, Virginia",0,216,110,19,238,19,189,283,98,273
"G5106200","2011-2015",,,"Virginia","51","Franklin city","620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin city, Virginia",8457,3286,4956,0,50,0,63,102,0,102,"Franklin city, Virginia",0,82,143,17,64,17,62,92,17,92
"G5106300","2011-2015",,,"Virginia","51","Fredericksburg city","630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fredericksburg city, Virginia",27395,17982,6383,58,678,26,1005,1263,199,1064,"Fredericksburg city, Virginia",0,407,426,49,127,26,365,382,249,270
"G5106400","2011-2015",,,"Virginia","51","Galax city","640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galax city, Virginia",6876,6228,382,5,26,0,69,166,53,113,"Galax city, Virginia",0,203,147,10,32,17,65,115,70,87
"G5106500","2011-2015",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hampton city, Virginia",137081,58700,68655,600,3166,36,1576,4348,319,4029,"Hampton city, Virginia",0,642,745,154,339,28,399,730,210,711
"G5106600","2011-2015",,,"Virginia","51","Harrisonburg city","660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrisonburg city, Virginia",51388,43555,3660,52,2108,38,607,1368,135,1233,"Harrisonburg city, Virginia",0,406,361,46,163,45,263,321,101,301
"G5106700","2011-2015",,,"Virginia","51","Hopewell city","670",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hopewell city, Virginia",22279,11742,8485,31,326,0,945,750,163,587,"Hopewell city, Virginia",0,231,245,44,22,22,279,250,129,261
"G5106780","2011-2015",,,"Virginia","51","Lexington city","678",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lexington city, Virginia",7071,5564,768,0,486,0,6,247,42,205,"Lexington city, Virginia",0,296,419,17,151,17,14,195,55,191
"G5106800","2011-2015",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lynchburg city, Virginia",78158,50858,22231,190,2223,24,586,2046,333,1713,"Lynchburg city, Virginia",0,293,305,102,178,25,208,392,210,372
"G5106830","2011-2015",,,"Virginia","51","Manassas city","683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manassas city, Virginia",40743,29104,5809,138,2136,48,1809,1699,293,1406,"Manassas city, Virginia",0,802,364,198,236,65,679,399,165,357
"G5106850","2011-2015",,,"Virginia","51","Manassas Park city","685",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manassas Park city, Virginia",15625,10223,1935,51,1486,0,946,984,301,683,"Manassas Park city, Virginia",0,433,176,44,124,19,456,416,238,250
"G5106900","2011-2015",,,"Virginia","51","Martinsville city","690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martinsville city, Virginia",13624,6760,6258,19,19,0,319,249,33,216,"Martinsville city, Virginia",0,193,125,30,30,19,193,146,49,129
"G5107000","2011-2015",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newport News city, Virginia",181323,91305,73229,600,5552,356,2864,7417,513,6904,"Newport News city, Virginia",0,688,723,189,283,17,532,777,184,759
"G5107100","2011-2015",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norfolk city, Virginia",245452,117396,103448,1182,8326,441,5350,9309,721,8588,"Norfolk city, Virginia",0,857,1028,223,452,122,814,933,184,906
"G5107200","2011-2015",,,"Virginia","51","Norton city","720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norton city, Virginia",4007,3507,137,5,233,0,59,66,0,66,"Norton city, Virginia",0,296,109,9,253,12,89,73,12,73
"G5107300","2011-2015",,,"Virginia","51","Petersburg city","730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petersburg city, Virginia",32123,5830,24758,18,424,8,409,676,174,502,"Petersburg city, Virginia",0,237,227,24,39,14,217,255,114,222
"G5107350","2011-2015",,,"Virginia","51","Poquoson city","735",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poquoson city, Virginia",12077,11387,119,8,223,0,47,293,20,273,"Poquoson city, Virginia",0,54,61,13,57,19,42,87,19,85
"G5107400","2011-2015",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth city, Virginia",96135,39632,50600,408,1055,62,1225,3153,380,2773,"Portsmouth city, Virginia",0,404,497,117,179,75,431,568,182,526
"G5107500","2011-2015",,,"Virginia","51","Radford city","750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Radford city, Virginia",17057,14549,1567,0,330,0,125,486,54,432,"Radford city, Virginia",0,108,137,19,72,19,60,195,46,169
"G5107600","2011-2015",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond city, Virginia",213735,94102,103918,1111,4733,48,2430,7393,421,6972,"Richmond city, Virginia",0,779,808,587,270,37,626,966,192,949
"G5107700","2011-2015",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roanoke city, Virginia",98736,63343,27414,166,2424,120,1482,3787,295,3492,"Roanoke city, Virginia",0,635,596,143,129,157,563,718,220,682
"G5107750","2011-2015",,,"Virginia","51","Salem city","775",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salem city, Virginia",25165,22173,1961,18,522,0,150,341,42,299,"Salem city, Virginia",0,168,181,30,40,22,139,151,38,144
"G5107900","2011-2015",,,"Virginia","51","Staunton city","790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Staunton city, Virginia",24193,20026,2954,46,262,0,153,752,106,646,"Staunton city, Virginia",0,127,222,19,77,22,107,226,101,228
"G5108000","2011-2015",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suffolk city, Virginia",86184,45128,36020,124,1194,18,473,3227,249,2978,"Suffolk city, Virginia",0,280,481,83,188,22,208,479,155,493
"G5108100","2011-2015",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Virginia Beach city, Virginia",448290,303675,86557,1397,28973,511,6353,20824,1780,19044,"Virginia Beach city, Virginia",0,1134,1184,304,714,129,818,1493,402,1399
"G5108200","2011-2015",,,"Virginia","51","Waynesboro city","820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waynesboro city, Virginia",21150,17164,2695,23,204,0,475,589,0,589,"Waynesboro city, Virginia",0,326,203,35,56,22,383,232,22,232
"G5108300","2011-2015",,,"Virginia","51","Williamsburg city","830",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamsburg city, Virginia",14754,11049,2254,13,869,0,68,501,48,453,"Williamsburg city, Virginia",0,113,94,19,90,19,59,137,81,124
"G5108400","2011-2015",,,"Virginia","51","Winchester city","840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winchester city, Virginia",27168,21909,2886,54,652,0,740,927,68,859,"Winchester city, Virginia",0,407,208,36,114,22,365,276,49,283
"G5300010","2011-2015",,,"Washington","53","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Washington",19081,12893,39,82,173,24,5369,501,120,381,"Adams County, Washington",0,779,33,106,78,31,811,136,71,108
"G5300030","2011-2015",,,"Washington","53","Asotin County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asotin County, Washington",22040,20614,98,268,193,61,168,638,97,541,"Asotin County, Washington",0,129,53,121,44,77,104,149,65,130
"G5300050","2011-2015",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Washington",184930,148246,2755,1380,4837,203,20196,7313,1942,5371,"Benton County, Washington",0,1409,353,278,382,77,1372,942,697,668
"G5300070","2011-2015",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chelan County, Washington",74267,66916,340,907,591,77,3839,1597,319,1278,"Chelan County, Washington",0,879,103,260,142,42,914,338,245,234
"G5300090","2011-2015",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clallam County, Washington",72397,63774,664,3418,1072,43,595,2831,149,2682,"Clallam County, Washington",0,284,139,248,168,49,292,326,98,317
"G5300110","2011-2015",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Washington",444506,376619,8576,3140,18782,3337,13838,20214,1742,18472,"Clark County, Washington",0,1378,619,353,657,343,1378,1053,381,945
"G5300130","2011-2015",,,"Washington","53","Columbia County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Washington",3989,3660,14,21,22,37,134,101,0,101,"Columbia County, Washington",0,71,17,19,19,40,71,35,12,35
"G5300150","2011-2015",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cowlitz County, Washington",102338,92834,634,1101,1350,181,1534,4704,392,4312,"Cowlitz County, Washington",0,506,151,265,207,148,449,392,172,411
"G5300170","2011-2015",,,"Washington","53","Douglas County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Washington",39599,29041,135,441,294,18,8378,1292,292,1000,"Douglas County, Washington",0,586,74,167,79,20,607,234,126,194
"G5300190","2011-2015",,,"Washington","53","Ferry County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ferry County, Washington",7652,5820,20,1205,10,49,82,466,50,416,"Ferry County, Washington",0,72,18,108,14,33,73,109,40,99
"G5300210","2011-2015",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Washington",86443,60363,1779,366,1826,59,19299,2751,981,1770,"Franklin County, Washington",0,1702,221,136,172,38,1689,556,400,350
"G5300230","2011-2015",,,"Washington","53","Garfield County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Washington",2230,2173,0,3,27,0,0,27,0,27,"Garfield County, Washington",0,45,12,6,21,12,12,31,12,31
"G5300250","2011-2015",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Washington",92070,65549,661,1051,945,64,20683,3117,986,2131,"Grant County, Washington",0,1572,164,207,126,40,1577,570,407,399
"G5300270","2011-2015",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grays Harbor County, Washington",71419,62414,882,3132,1134,263,1078,2516,146,2370,"Grays Harbor County, Washington",0,434,134,262,233,34,400,387,117,355
"G5300290","2011-2015",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Island County, Washington",79329,67467,2337,803,3682,398,1153,3489,515,2974,"Island County, Washington",0,512,200,157,327,84,375,564,302,500
"G5300310","2011-2015",,,"Washington","53","Jefferson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Washington",30083,27193,259,742,489,41,144,1215,84,1131,"Jefferson County, Washington",0,140,115,202,98,46,82,266,81,253
"G5300330","2011-2015",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"King County, Washington",2045756,1392513,126806,15291,318662,16044,57346,119094,11528,107566,"King County, Washington",0,3692,1847,1252,2263,564,3220,3215,1292,3050
"G5300350","2011-2015",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kitsap County, Washington",255441,208901,6628,3178,12317,2011,4709,17697,1290,16407,"Kitsap County, Washington",0,820,430,470,641,311,921,1002,333,919
"G5300370","2011-2015",,,"Washington","53","Kittitas County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kittitas County, Washington",42204,37658,409,348,948,23,1579,1239,38,1201,"Kittitas County, Washington",0,391,174,145,176,42,386,300,38,296
"G5300390","2011-2015",,,"Washington","53","Klickitat County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Klickitat County, Washington",20820,18930,154,576,97,49,572,442,45,397,"Klickitat County, Washington",0,306,103,132,102,38,291,173,69,160
"G5300410","2011-2015",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Washington",75515,69281,591,460,877,9,1029,3268,325,2943,"Lewis County, Washington",0,504,148,114,112,10,403,290,151,254
"G5300430","2011-2015",,,"Washington","53","Lincoln County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Washington",10363,9752,28,94,69,22,51,347,13,334,"Lincoln County, Washington",0,38,16,35,22,21,30,53,19,49
"G5300450","2011-2015",,,"Washington","53","Mason County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Washington",60791,51601,1005,1898,935,126,2015,3211,357,2854,"Mason County, Washington",0,388,417,249,114,82,445,459,174,451
"G5300470","2011-2015",,,"Washington","53","Okanogan County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Okanogan County, Washington",41332,31043,255,3993,358,76,3454,2153,291,1862,"Okanogan County, Washington",0,583,54,330,77,27,586,448,238,391
"G5300490","2011-2015",,,"Washington","53","Pacific County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pacific County, Washington",20645,18458,63,330,390,44,472,888,44,844,"Pacific County, Washington",0,167,43,76,70,36,165,126,47,120
"G5300510","2011-2015",,,"Washington","53","Pend Oreille County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pend Oreille County, Washington",12968,11903,24,509,27,34,80,391,8,383,"Pend Oreille County, Washington",0,115,26,95,26,38,120,98,12,98
"G5300530","2011-2015",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, Washington",821952,614242,55160,9575,49658,11364,22186,59767,3473,56294,"Pierce County, Washington",0,1924,1408,705,1196,458,1779,2124,625,1997
"G5300550","2011-2015",,,"Washington","53","San Juan County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Juan County, Washington",15956,14771,104,135,228,23,357,338,47,291,"San Juan County, Washington",0,91,21,30,29,20,98,51,23,43
"G5300570","2011-2015",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skagit County, Washington",119343,102146,962,1711,2253,659,7431,4181,813,3368,"Skagit County, Washington",0,1096,132,255,266,299,1030,426,210,401
"G5300590","2011-2015",,,"Washington","53","Skamania County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skamania County, Washington",11243,10503,95,236,110,35,87,177,10,167,"Skamania County, Washington",0,49,26,54,22,35,50,55,12,54
"G5300610","2011-2015",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Snohomish County, Washington",746653,588607,19382,7489,71018,3398,16820,39939,3150,36789,"Snohomish County, Washington",0,1944,1110,684,1005,349,1855,1603,605,1588
"G5300630","2011-2015",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spokane County, Washington",480832,428124,8785,6748,11136,1966,4970,19103,1115,17988,"Spokane County, Washington",0,840,644,622,536,230,717,1103,252,1071
"G5300650","2011-2015",,,"Washington","53","Stevens County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stevens County, Washington",43548,38835,213,2188,263,0,377,1672,36,1636,"Stevens County, Washington",0,149,80,170,80,25,113,194,30,195
"G5300670","2011-2015",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thurston County, Washington",262723,216973,7461,3948,15332,2425,3222,13362,1050,12312,"Thurston County, Washington",0,1043,503,476,608,202,821,964,287,903
"G5300690","2011-2015",,,"Washington","53","Wahkiakum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wahkiakum County, Washington",4035,3751,5,78,46,0,0,155,23,132,"Wahkiakum County, Washington",0,53,9,38,40,12,12,86,26,79
"G5300710","2011-2015",,,"Washington","53","Walla Walla County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walla Walla County, Washington",59726,51507,985,535,966,76,3366,2291,409,1882,"Walla Walla County, Washington",0,797,146,244,128,72,756,355,157,304
"G5300730","2011-2015",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whatcom County, Washington",207100,177009,1824,5956,8129,646,5024,8512,1043,7469,"Whatcom County, Washington",0,1024,282,498,352,135,935,643,282,603
"G5300750","2011-2015",,,"Washington","53","Whitman County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitman County, Washington",46737,39064,1007,283,3559,112,755,1957,68,1889,"Whitman County, Washington",0,234,96,119,232,48,231,277,48,274
"G5300770","2011-2015",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yakima County, Washington",247408,193029,2085,9647,2696,162,32040,7749,1978,5771,"Yakima County, Washington",0,2561,326,561,324,59,2527,954,543,719
"G5400010","2011-2015",,,"West Virginia","54","Barbour County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barbour County, West Virginia",16731,16203,140,87,63,0,5,233,0,233,"Barbour County, West Virginia",0,12,69,77,17,17,7,103,17,103
"G5400030","2011-2015",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berkeley County, West Virginia",108724,95461,7973,137,1144,111,985,2913,86,2827,"Berkeley County, West Virginia",0,501,494,93,255,127,490,505,64,496
"G5400050","2011-2015",,,"West Virginia","54","Boone County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, West Virginia",24000,23595,162,6,22,0,31,184,2,182,"Boone County, West Virginia",0,35,44,12,14,20,41,53,3,53
"G5400070","2011-2015",,,"West Virginia","54","Braxton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Braxton County, West Virginia",14466,14164,72,10,0,1,0,219,0,219,"Braxton County, West Virginia",0,15,53,15,17,4,17,50,17,50
"G5400090","2011-2015",,,"West Virginia","54","Brooke County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brooke County, West Virginia",23665,22912,413,35,122,4,15,164,0,164,"Brooke County, West Virginia",0,18,95,36,20,6,18,88,20,88
"G5400110","2011-2015",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cabell County, West Virginia",96824,88177,4665,216,1152,31,221,2362,27,2335,"Cabell County, West Virginia",0,151,256,106,100,49,117,262,22,265
"G5400130","2011-2015",,,"West Virginia","54","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, West Virginia",7557,7425,7,5,4,0,2,114,5,109,"Calhoun County, West Virginia",0,10,10,9,6,15,4,15,8,16
"G5400150","2011-2015",,,"West Virginia","54","Clay County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, West Virginia",9141,8962,0,37,0,20,4,118,0,118,"Clay County, West Virginia",0,23,15,32,15,35,7,36,15,36
"G5400170","2011-2015",,,"West Virginia","54","Doddridge County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Doddridge County, West Virginia",8201,7928,89,10,7,0,0,167,7,160,"Doddridge County, West Virginia",0,53,51,15,12,15,15,63,13,66
"G5400190","2011-2015",,,"West Virginia","54","Fayette County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, West Virginia",45534,42518,2350,136,47,0,105,378,27,351,"Fayette County, West Virginia",0,81,105,85,44,23,70,137,27,133
"G5400210","2011-2015",,,"West Virginia","54","Gilmer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilmer County, West Virginia",8644,7050,942,53,28,0,117,454,35,419,"Gilmer County, West Virginia",0,79,287,67,27,15,71,367,42,368
"G5400230","2011-2015",,,"West Virginia","54","Grant County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, West Virginia",11815,11505,163,0,0,0,13,134,0,134,"Grant County, West Virginia",0,73,61,17,17,17,20,77,17,77
"G5400250","2011-2015",,,"West Virginia","54","Greenbrier County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenbrier County, West Virginia",35666,33577,820,0,138,7,152,972,83,889,"Greenbrier County, West Virginia",0,126,104,23,50,12,153,157,96,125
"G5400270","2011-2015",,,"West Virginia","54","Hampshire County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hampshire County, West Virginia",23542,22873,335,20,8,0,23,283,0,283,"Hampshire County, West Virginia",0,39,144,42,15,20,30,138,20,138
"G5400290","2011-2015",,,"West Virginia","54","Hancock County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, West Virginia",30201,28907,676,23,75,0,0,520,7,513,"Hancock County, West Virginia",0,21,136,23,68,20,20,148,12,148
"G5400310","2011-2015",,,"West Virginia","54","Hardy County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardy County, West Virginia",13936,13196,607,10,65,0,30,28,10,18,"Hardy County, West Virginia",0,72,45,17,58,17,38,42,22,35
"G5400330","2011-2015",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, West Virginia",68998,66013,1256,144,363,104,107,1011,63,948,"Harrison County, West Virginia",0,110,135,121,97,87,84,196,44,199
